time,temp,humidity,gas_raw,label
640687,25.0,51.0,605.0,0.0
641287,25.0,51.0,607.0,0.0
641887,25.0,51.0,606.0,0.0
642511,25.0,51.0,605.0,0.0
643111,25.0,51.0,606.0,0.0
643711,25.0,51.0,606.0,0.0
644311,25.0,51.0,606.0,0.0
644935,25.0,51.0,607.0,0.0
645535,25.0,51.0,610.0,0.0
646135,25.0,51.0,612.0,0.0
646735,25.0,51.0,609.0,0.0
647359,25.0,51.0,604.0,0.0
647959,25.0,51.0,606.0,0.0
648559,25.0,51.0,605.0,0.0
649159,25.0,51.0,601.0,0.0
649783,25.0,51.0,606.0,0.0
650383,25.0,51.0,602.0,0.0
650983,25.0,51.0,599.0,0.0
651583,25.0,51.0,606.0,0.0
652207,25.0,51.0,604.0,0.0
652807,25.0,51.0,605.0,0.0
653407,25.0,51.0,606.0,0.0
654007,25.0,51.0,608.0,0.0
654631,25.0,51.0,603.0,0.0
655231,25.0,51.0,605.0,0.0
655831,25.0,51.0,606.0,0.0
656431,25.0,51.0,606.0,0.0
657055,25.0,51.0,605.0,0.0
657655,25.0,51.0,603.0,0.0
658255,25.0,51.0,602.0,0.0
658855,25.0,51.0,601.0,0.0
659479,25.0,51.0,602.0,0.0
660079,25.0,51.0,606.0,0.0
660679,25.0,51.0,607.0,0.0
661279,25.0,51.0,602.0,0.0
661903,25.0,51.0,603.0,0.0
662503,25.0,51.0,600.0,0.0
663103,25.0,51.0,601.0,0.0
663703,25.0,51.0,601.0,0.0
664327,25.0,51.0,598.0,0.0
664927,25.0,51.0,599.0,0.0
665527,25.0,51.0,597.0,0.0
666127,25.0,51.0,599.0,0.0
666751,25.0,51.0,603.0,0.0
667351,25.0,51.0,596.0,0.0
667951,25.0,51.0,597.0,0.0
668551,25.0,51.0,597.0,0.0
669175,25.0,51.0,595.0,0.0
669775,25.0,51.0,595.0,0.0
670375,25.0,51.0,599.0,0.0
670975,25.0,51.0,604.0,0.0
671599,25.0,51.0,600.0,0.0
672199,25.0,51.0,598.0,0.0
672799,25.0,51.0,600.0,0.0
673399,25.0,51.0,600.0,0.0
674023,25.0,51.0,597.0,0.0
674623,25.0,51.0,596.0,0.0
675223,25.0,51.0,595.0,0.0
675823,25.0,51.0,594.0,0.0
676447,25.0,51.0,597.0,0.0
677047,25.0,51.0,592.0,0.0
677647,25.0,51.0,594.0,0.0
678247,25.0,51.0,595.0,0.0
678871,25.0,51.0,597.0,0.0
679471,25.0,51.0,591.0,0.0
680071,25.0,51.0,590.0,0.0
680671,25.0,51.0,598.0,0.0
681295,25.0,51.0,590.0,0.0
681895,25.0,51.0,591.0,0.0
682495,25.0,51.0,595.0,0.0
683095,25.0,51.0,587.0,0.0
683719,25.0,51.0,589.0,0.0
684319,25.0,51.0,589.0,0.0
684919,25.0,51.0,589.0,0.0
685519,25.0,51.0,589.0,0.0
686143,25.0,51.0,592.0,0.0
686743,25.0,51.0,587.0,0.0
687343,25.0,51.0,593.0,0.0
687943,25.0,51.0,594.0,0.0
688567,25.0,51.0,596.0,0.0
689167,25.0,51.0,593.0,0.0
689767,25.0,51.0,592.0,0.0
690367,25.0,51.0,592.0,0.0
690991,25.0,51.0,594.0,0.0
691591,25.0,51.0,596.0,0.0
692191,25.0,51.0,593.0,0.0
692791,25.0,51.0,591.0,0.0
693415,25.0,51.0,593.0,0.0
694015,25.0,51.0,593.0,0.0
694615,25.0,51.0,595.0,0.0
695215,25.0,51.0,589.0,0.0
695839,25.0,51.0,593.0,0.0
696439,25.0,51.0,597.0,0.0
697039,25.0,51.0,591.0,0.0
697639,25.0,51.0,591.0,0.0
698263,25.0,51.0,595.0,0.0
698863,25.0,51.0,590.0,0.0
699463,25.0,51.0,591.0,0.0
700063,25.0,51.0,586.0,0.0
700687,25.0,51.0,587.0,0.0
701287,25.0,51.0,587.0,0.0
701887,25.0,51.0,590.0,0.0
702487,25.0,51.0,589.0,0.0
703111,25.0,51.0,588.0,0.0
703711,25.0,51.0,588.0,0.0
704311,25.0,51.0,588.0,0.0
704911,25.0,51.0,587.0,0.0
705535,25.0,51.0,584.0,0.0
706135,25.0,51.0,586.0,0.0
706735,25.0,51.0,588.0,0.0
707335,25.0,51.0,582.0,0.0
707959,25.0,51.0,586.0,0.0
708559,25.0,51.0,587.0,0.0
709159,25.0,51.0,589.0,0.0
709759,25.0,51.0,586.0,0.0
710383,25.0,51.0,585.0,0.0
710983,25.0,51.0,587.0,0.0
711583,25.0,51.0,586.0,0.0
712183,25.0,51.0,589.0,0.0
712807,25.0,51.0,587.0,0.0
713407,25.0,51.0,588.0,0.0
714007,25.0,51.0,586.0,0.0
714607,25.0,51.0,582.0,0.0
715231,25.0,51.0,589.0,0.0
715831,25.0,51.0,586.0,0.0
716431,25.0,51.0,589.0,0.0
717031,25.0,51.0,587.0,0.0
717655,25.0,51.0,584.0,0.0
718255,25.0,51.0,586.0,0.0
718855,25.0,51.0,583.0,0.0
719455,25.0,51.0,588.0,0.0
720079,25.0,51.0,585.0,0.0
720679,25.0,51.0,583.0,0.0
721279,25.0,51.0,580.0,0.0
721879,25.0,51.0,583.0,0.0
722503,25.0,51.0,584.0,0.0
723103,25.0,51.0,587.0,0.0
723703,25.0,51.0,585.0,0.0
724303,25.0,51.0,585.0,0.0
724927,25.0,51.0,583.0,0.0
725527,25.0,51.0,582.0,0.0
726127,25.0,51.0,583.0,0.0
726727,25.0,51.0,581.0,0.0
727351,25.0,51.0,580.0,0.0
727951,25.0,51.0,584.0,0.0
728551,25.0,51.0,584.0,0.0
729151,25.0,51.0,579.0,0.0
729775,25.0,51.0,582.0,0.0
730375,25.0,51.0,584.0,0.0
730975,25.0,51.0,580.0,0.0
731575,25.0,51.0,581.0,0.0
732199,25.0,51.0,579.0,0.0
732799,25.0,51.0,578.0,0.0
733399,25.0,51.0,580.0,0.0
733999,25.0,51.0,582.0,0.0
734623,25.0,51.0,577.0,0.0
735223,25.0,51.0,578.0,0.0
735823,25.0,51.0,581.0,0.0
736423,25.0,51.0,580.0,0.0
737047,25.0,51.0,578.0,0.0
737647,25.0,51.0,581.0,0.0
738247,25.0,51.0,581.0,0.0
738847,25.0,51.0,580.0,0.0
739471,25.0,51.0,580.0,0.0
740071,25.0,51.0,576.0,0.0
740671,25.0,51.0,578.0,0.0
741271,25.0,51.0,581.0,0.0
741895,25.0,51.0,575.0,0.0
742495,25.0,51.0,578.0,0.0
743095,25.0,51.0,576.0,0.0
743695,25.0,51.0,577.0,0.0
744319,25.0,51.0,576.0,0.0
744919,25.0,51.0,578.0,0.0
745519,25.0,51.0,576.0,0.0
746119,25.0,51.0,575.0,0.0
746743,25.0,51.0,576.0,0.0
747343,25.0,51.0,577.0,0.0
747943,25.0,51.0,576.0,0.0
748543,25.0,51.0,575.0,0.0
749167,25.0,51.0,575.0,0.0
749767,25.0,51.0,575.0,0.0
750367,25.0,51.0,576.0,0.0
750967,25.0,51.0,576.0,0.0
751591,25.0,51.0,578.0,0.0
752191,25.0,51.0,576.0,0.0
752791,25.0,51.0,576.0,0.0
753391,25.0,51.0,573.0,0.0
754015,25.0,51.0,575.0,0.0
754615,25.0,51.0,575.0,0.0
755215,25.0,51.0,573.0,0.0
755815,25.0,51.0,572.0,0.0
756439,25.0,51.0,571.0,0.0
757039,25.0,51.0,572.0,0.0
757639,25.0,51.0,571.0,0.0
758239,25.0,51.0,571.0,0.0
758863,25.0,51.0,572.0,0.0
759463,25.0,51.0,568.0,0.0
760063,25.0,51.0,569.0,0.0
760663,25.0,51.0,574.0,0.0
761287,25.0,51.0,571.0,0.0
761887,25.0,51.0,573.0,0.0
762487,25.0,51.0,574.0,0.0
763087,25.0,51.0,573.0,0.0
763711,25.0,51.0,569.0,0.0
764311,25.0,51.0,571.0,0.0
764911,25.0,51.0,569.0,0.0
765511,25.0,51.0,569.0,0.0
766135,25.0,51.0,570.0,0.0
766735,25.0,51.0,571.0,0.0
767335,25.0,51.0,569.0,0.0
767935,25.0,51.0,574.0,0.0
768559,25.0,51.0,573.0,0.0
769159,25.0,51.0,569.0,0.0
769759,25.0,51.0,568.0,0.0
770359,25.0,51.0,570.0,0.0
770983,25.0,51.0,571.0,0.0
771583,25.0,51.0,570.0,0.0
772183,25.0,51.0,569.0,0.0
772783,25.0,51.0,569.0,0.0
773407,25.0,51.0,569.0,0.0
774007,25.0,51.0,569.0,0.0
774607,25.0,51.0,569.0,0.0
775207,25.0,51.0,568.0,0.0
775831,25.0,51.0,568.0,0.0
776431,25.0,51.0,566.0,0.0
777031,25.0,51.0,566.0,0.0
777631,25.0,51.0,566.0,0.0
778255,25.0,51.0,567.0,0.0
778855,25.0,51.0,566.0,0.0
779455,25.0,51.0,566.0,0.0
780055,25.0,51.0,564.0,0.0
780679,25.0,51.0,563.0,0.0
781279,25.0,51.0,563.0,0.0
781879,25.0,51.0,562.0,0.0
782479,25.0,51.0,563.0,0.0
783103,25.0,51.0,561.0,0.0
783703,25.0,51.0,564.0,0.0
784303,25.0,51.0,562.0,0.0
784903,25.0,51.0,563.0,0.0
785527,25.0,51.0,563.0,0.0
786127,25.0,51.0,562.0,0.0
786727,25.0,51.0,562.0,0.0
787327,25.0,51.0,561.0,0.0
787951,25.0,51.0,562.0,0.0
788551,25.0,51.0,563.0,0.0
789151,25.0,51.0,562.0,0.0
789751,25.0,51.0,562.0,0.0
790375,25.0,51.0,563.0,0.0
790975,25.0,51.0,561.0,0.0
791575,25.0,51.0,562.0,0.0
792175,25.0,51.0,561.0,0.0
792799,25.0,51.0,560.0,0.0
793399,25.0,51.0,562.0,0.0
793999,25.0,51.0,562.0,0.0
794599,25.0,51.0,560.0,0.0
795223,25.0,51.0,561.0,0.0
795823,25.0,51.0,559.0,0.0
796423,25.0,51.0,560.0,0.0
797023,25.0,51.0,561.0,0.0
797647,25.0,51.0,560.0,0.0
798247,25.0,51.0,559.0,0.0
798847,25.0,51.0,561.0,0.0
799447,25.0,51.0,557.0,0.0
800071,25.0,51.0,559.0,0.0
800671,25.0,51.0,558.0,0.0
801271,25.0,51.0,560.0,0.0
801871,25.0,51.0,558.0,0.0
802495,25.0,51.0,557.0,0.0
803095,25.0,51.0,558.0,0.0
803695,25.0,51.0,557.0,0.0
804295,25.0,51.0,559.0,0.0
804919,25.0,51.0,557.0,0.0
805519,25.0,51.0,556.0,0.0
806119,25.0,51.0,560.0,0.0
806719,25.0,51.0,559.0,0.0
807343,25.0,51.0,557.0,0.0
807943,25.0,51.0,558.0,0.0
808543,25.0,51.0,558.0,0.0
809143,25.0,51.0,558.0,0.0
809767,25.0,51.0,559.0,0.0
810367,25.0,51.0,560.0,0.0
810967,25.0,51.0,560.0,0.0
811567,25.0,51.0,557.0,0.0
812191,25.0,51.0,559.0,0.0
812791,25.0,51.0,557.0,0.0
813391,25.0,51.0,556.0,0.0
813991,25.0,51.0,558.0,0.0
814615,25.0,51.0,557.0,0.0
815215,25.0,51.0,556.0,0.0
815815,25.0,51.0,557.0,0.0
816415,25.0,51.0,557.0,0.0
817039,25.0,51.0,559.0,0.0
817639,25.0,51.0,559.0,0.0
818239,25.0,51.0,560.0,0.0
818839,25.0,51.0,560.0,0.0
819463,25.0,51.0,560.0,0.0
820063,25.0,51.0,561.0,0.0
820663,25.0,51.0,560.0,0.0
821263,25.0,51.0,558.0,0.0
821887,25.0,51.0,560.0,0.0
822487,25.0,51.0,560.0,0.0
823087,25.0,51.0,561.0,0.0
823687,25.0,51.0,561.0,0.0
824311,25.0,51.0,561.0,0.0
824911,25.0,51.0,560.0,0.0
825511,25.0,51.0,559.0,0.0
826111,25.0,51.0,559.0,0.0
826735,25.0,51.0,561.0,0.0
827335,25.0,51.0,559.0,0.0
827935,25.0,51.0,561.0,0.0
828535,25.0,51.0,560.0,0.0
829159,25.0,51.0,560.0,0.0
829759,25.0,51.0,559.0,0.0
830359,25.0,51.0,560.0,0.0
830959,25.0,51.0,560.0,0.0
831583,25.0,51.0,561.0,0.0
832183,25.0,51.0,560.0,0.0
832783,25.0,51.0,559.0,0.0
833383,25.0,51.0,560.0,0.0
834007,25.0,51.0,562.0,0.0
834607,25.0,51.0,562.0,0.0
835207,25.0,51.0,560.0,0.0
835807,25.0,51.0,562.0,0.0
836431,25.0,51.0,560.0,0.0
837031,25.0,51.0,559.0,0.0
837631,25.0,51.0,561.0,0.0
838231,25.0,51.0,561.0,0.0
838855,25.0,51.0,561.0,0.0
839455,25.0,51.0,562.0,0.0
840055,25.0,51.0,562.0,0.0
840655,25.0,51.0,561.0,0.0
841279,25.0,51.0,561.0,0.0
841879,25.0,51.0,562.0,0.0
842479,25.0,51.0,562.0,0.0
843079,25.0,51.0,562.0,0.0
843703,25.0,51.0,561.0,0.0
844303,25.0,51.0,562.0,0.0
844903,25.0,51.0,561.0,0.0
845503,25.0,51.0,560.0,0.0
846127,25.0,51.0,562.0,0.0
846727,25.0,51.0,558.0,0.0
847327,25.0,51.0,562.0,0.0
847927,25.0,51.0,560.0,0.0
848551,25.0,51.0,560.0,0.0
849151,25.0,51.0,560.0,0.0
849751,25.0,51.0,560.0,0.0
850351,25.0,51.0,562.0,0.0
850975,25.0,51.0,561.0,0.0
851575,25.0,51.0,562.0,0.0
852175,25.0,51.0,562.0,0.0
852775,25.0,51.0,560.0,0.0
853399,25.0,51.0,560.0,0.0
853999,25.0,51.0,560.0,0.0
854599,25.0,51.0,559.0,0.0
855199,25.0,51.0,560.0,0.0
855823,25.0,51.0,557.0,0.0
856423,25.0,51.0,557.0,0.0
857023,25.0,51.0,555.0,0.0
857623,25.0,51.0,556.0,0.0
858247,25.0,51.0,557.0,0.0
858847,25.0,51.0,554.0,0.0
859447,25.0,51.0,556.0,0.0
860047,25.0,51.0,556.0,0.0
860671,25.0,51.0,557.0,0.0
861271,25.0,51.0,558.0,0.0
861871,25.0,51.0,558.0,0.0
862471,25.0,51.0,559.0,0.0
863095,25.0,51.0,560.0,0.0
863695,25.0,51.0,561.0,0.0
864295,25.0,51.0,561.0,0.0
864895,25.0,51.0,560.0,0.0
865519,25.0,51.0,560.0,0.0
866119,25.0,51.0,562.0,0.0
866719,25.0,51.0,560.0,0.0
867319,25.0,51.0,561.0,0.0
867943,25.0,51.0,560.0,0.0
868543,25.0,51.0,562.0,0.0
869143,25.0,51.0,561.0,0.0
869743,25.0,51.0,561.0,0.0
870367,25.0,51.0,562.0,0.0
870967,25.0,51.0,561.0,0.0
871567,25.0,51.0,559.0,0.0
872167,25.0,51.0,563.0,0.0
872791,25.0,51.0,561.0,0.0
873391,25.0,51.0,559.0,0.0
873991,25.0,51.0,559.0,0.0
874591,25.0,51.0,561.0,0.0
875215,25.0,51.0,560.0,0.0
875815,25.0,51.0,558.0,0.0
876415,25.0,51.0,559.0,0.0
877015,25.0,51.0,557.0,0.0
877639,25.0,51.0,556.0,0.0
878239,25.0,51.0,555.0,0.0
878839,25.0,51.0,555.0,0.0
879439,25.0,51.0,553.0,0.0
880063,25.0,51.0,553.0,0.0
880663,25.0,51.0,553.0,0.0
881263,25.0,51.0,554.0,0.0
881863,25.0,51.0,555.0,0.0
882487,25.0,51.0,556.0,0.0
883087,25.0,51.0,554.0,0.0
883687,25.0,51.0,552.0,0.0
884287,25.0,51.0,556.0,0.0
884911,25.0,51.0,552.0,0.0
885511,25.0,51.0,553.0,0.0
886111,25.0,51.0,555.0,0.0
886711,25.0,51.0,553.0,0.0
887335,25.0,51.0,553.0,0.0
887935,25.0,51.0,556.0,0.0
888535,25.0,51.0,554.0,0.0
889135,25.0,51.0,554.0,0.0
889759,25.0,51.0,555.0,0.0
890359,25.0,51.0,556.0,0.0
890959,25.0,51.0,555.0,0.0
891559,25.0,51.0,554.0,0.0
892183,25.0,51.0,554.0,0.0
892783,25.0,51.0,555.0,0.0
893383,25.0,51.0,554.0,0.0
893983,25.0,51.0,555.0,0.0
894607,25.0,51.0,553.0,0.0
895207,25.0,51.0,554.0,0.0
895807,25.0,51.0,553.0,0.0
896407,25.0,51.0,557.0,0.0
897031,25.0,51.0,553.0,0.0
897631,25.0,51.0,555.0,0.0
898231,25.0,51.0,552.0,0.0
898831,25.0,51.0,552.0,0.0
899455,25.0,51.0,554.0,0.0
900055,25.0,51.0,554.0,0.0
900655,25.0,51.0,552.0,0.0
901255,25.0,51.0,551.0,0.0
901879,25.0,51.0,552.0,0.0
902479,25.0,51.0,552.0,0.0
903079,25.0,51.0,552.0,0.0
903679,25.0,51.0,553.0,0.0
904303,24.9,51.0,552.0,0.0
904903,24.9,51.0,550.0,0.0
905503,24.9,51.0,550.0,0.0
906103,24.9,51.0,550.0,0.0
906727,24.9,51.0,552.0,0.0
907327,24.9,51.0,549.0,0.0
907927,24.9,51.0,549.0,0.0
908527,24.9,51.0,549.0,0.0
909151,24.9,51.0,549.0,0.0
909751,24.9,51.0,551.0,0.0
910351,24.9,51.0,549.0,0.0
910951,24.9,51.0,548.0,0.0
911575,24.9,51.0,548.0,0.0
912175,24.9,51.0,548.0,0.0
912775,24.9,51.0,547.0,0.0
913375,24.9,51.0,547.0,0.0
913999,25.0,51.0,547.0,0.0
914599,25.0,51.0,548.0,0.0
915199,25.0,51.0,550.0,0.0
915799,25.0,51.0,547.0,0.0
916423,24.9,51.0,550.0,0.0
917023,24.9,51.0,551.0,0.0
917623,24.9,51.0,550.0,0.0
918223,24.9,51.0,550.0,0.0
918847,24.9,51.0,548.0,0.0
919447,24.9,51.0,547.0,0.0
920047,24.9,51.0,546.0,0.0
920647,24.9,51.0,546.0,0.0
921271,25.0,51.0,547.0,0.0
921871,25.0,51.0,547.0,0.0
922471,25.0,51.0,547.0,0.0
923071,25.0,51.0,548.0,0.0
923695,24.9,51.0,549.0,0.0
924295,24.9,51.0,547.0,0.0
924895,24.9,51.0,547.0,0.0
925495,24.9,51.0,550.0,0.0
926119,25.0,51.0,547.0,0.0
926719,25.0,51.0,546.0,0.0
927319,25.0,51.0,545.0,0.0
927919,25.0,51.0,545.0,0.0
928543,25.0,51.0,545.0,0.0
929143,25.0,51.0,546.0,0.0
929743,25.0,51.0,543.0,0.0
930343,25.0,51.0,544.0,0.0
930967,25.0,51.0,542.0,0.0
931567,25.0,51.0,545.0,0.0
932167,25.0,51.0,543.0,0.0
932767,25.0,51.0,547.0,0.0
933391,25.0,51.0,543.0,0.0
933991,25.0,51.0,544.0,0.0
934591,25.0,51.0,545.0,0.0
935191,25.0,51.0,543.0,0.0
935815,25.0,51.0,545.0,0.0
936415,25.0,51.0,545.0,0.0
937015,25.0,51.0,546.0,0.0
937615,25.0,51.0,546.0,0.0
938239,25.0,51.0,545.0,0.0
938839,25.0,51.0,545.0,0.0
939439,25.0,51.0,544.0,0.0
940039,25.0,51.0,545.0,0.0
940663,25.0,51.0,545.0,0.0
941263,25.0,51.0,545.0,0.0
941863,25.0,51.0,546.0,0.0
942463,25.0,51.0,546.0,0.0
943087,25.0,51.0,545.0,0.0
943687,25.0,51.0,546.0,0.0
944287,25.0,51.0,546.0,0.0
944887,25.0,51.0,545.0,0.0
945511,25.0,51.0,545.0,0.0
946111,25.0,51.0,546.0,0.0
946711,25.0,51.0,545.0,0.0
947311,25.0,51.0,544.0,0.0
947935,25.0,51.0,547.0,0.0
948535,25.0,51.0,546.0,0.0
949135,25.0,51.0,546.0,0.0
949735,25.0,51.0,546.0,0.0
950359,25.0,51.0,547.0,0.0
950959,25.0,51.0,547.0,0.0
951559,25.0,51.0,547.0,0.0
952159,25.0,51.0,547.0,0.0
952783,25.0,51.0,549.0,0.0
953383,25.0,51.0,549.0,0.0
953983,25.0,51.0,549.0,0.0
954583,25.0,51.0,548.0,0.0
955207,25.0,51.0,549.0,0.0
955807,25.0,51.0,546.0,0.0
956407,25.0,51.0,546.0,0.0
957007,25.0,51.0,546.0,0.0
957631,25.0,51.0,547.0,0.0
958231,25.0,51.0,545.0,0.0
958831,25.0,51.0,547.0,0.0
959431,25.0,51.0,548.0,0.0
960055,25.0,51.0,546.0,0.0
960655,25.0,51.0,546.0,0.0
961255,25.0,51.0,547.0,0.0
961855,25.0,51.0,546.0,0.0
962479,25.0,51.0,545.0,0.0
963079,25.0,51.0,546.0,0.0
963679,25.0,51.0,546.0,0.0
964279,25.0,51.0,546.0,0.0
964903,25.0,51.0,544.0,0.0
965503,25.0,51.0,545.0,0.0
966103,25.0,51.0,545.0,0.0
966703,25.0,51.0,546.0,0.0
967327,25.0,51.0,545.0,0.0
967927,25.0,51.0,545.0,0.0
968527,25.0,51.0,546.0,0.0
969127,25.0,51.0,545.0,0.0
969751,25.0,51.0,546.0,0.0
970351,25.0,51.0,544.0,0.0
970951,25.0,51.0,543.0,0.0
971551,25.0,51.0,546.0,0.0
972175,25.0,51.0,545.0,0.0
972775,25.0,51.0,546.0,0.0
973375,25.0,51.0,546.0,0.0
973975,25.0,51.0,547.0,0.0
974599,25.0,51.0,547.0,0.0
975199,25.0,51.0,547.0,0.0
975799,25.0,51.0,546.0,0.0
976399,25.0,51.0,546.0,0.0
977023,25.0,51.0,546.0,0.0
977623,25.0,51.0,547.0,0.0
978223,25.0,51.0,546.0,0.0
978823,25.0,51.0,545.0,0.0
979447,25.0,51.0,546.0,0.0
980047,25.0,51.0,547.0,0.0
980647,25.0,51.0,546.0,0.0
981247,25.0,51.0,546.0,0.0
981871,25.0,51.0,543.0,0.0
982471,25.0,51.0,547.0,0.0
983071,25.0,51.0,546.0,0.0
983671,25.0,51.0,545.0,0.0
984295,25.0,51.0,547.0,0.0
984895,25.0,51.0,545.0,0.0
985495,25.0,51.0,543.0,0.0
986095,25.0,51.0,544.0,0.0
986719,25.0,51.0,542.0,0.0
987319,25.0,51.0,544.0,0.0
987919,25.0,51.0,543.0,0.0
988519,25.0,51.0,545.0,0.0
989143,25.0,51.0,546.0,0.0
989743,25.0,51.0,546.0,0.0
990343,25.0,51.0,544.0,0.0
990943,25.0,51.0,546.0,0.0
991567,25.0,51.0,544.0,0.0
992167,25.0,51.0,542.0,0.0
992767,25.0,51.0,543.0,0.0
993367,25.0,51.0,543.0,0.0
993991,25.0,51.0,542.0,0.0
